Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_274.jpg,11.5055,1,0,2.64338,103.2887,186.3505,1.213739,262.2455,0.1428076
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_317.jpg,13.15589,1,0,2.669266,103.2796,186.2453,1.131824,263.358,0.2090045
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_359.jpg,14.8727,1,0,2.69398,103.2735,186.1393,1.025173,264.6416,0.301343
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_401.jpg,15,1,0,2.730852,103.27,186.0326,0.8978931,266.0085,0.4110473
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_444.jpg,15,1,0,2.756668,103.2691,185.9252,0.7543516,267.4084,0.5368286
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_485.jpg,15,1,0,2.781801,103.2707,185.8172,0.5933222,268.8185,0.6719779
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_527.jpg,15,1,0,2.806551,103.2749,185.7085,0.4180739,270.2314,0.8174551
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_568.jpg,13.41535,1,0,2.831493,103.2816,185.5993,0.2322152,271.6282,0.970439
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_610.jpg,10.9122,1,0,2.85762,103.2902,185.4891,0.04786781,272.8918,1.117646
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_651.jpg,8.844309,1,0,2.883544,103.2995,185.377,359.9161,273.9291,1.206255
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_693.jpg,6.738589,1,0,2.902428,103.3141,185.2043,359.9034,275.0621,1.170026
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_734.jpg,5.952163,1,0,2.935088,103.3262,185.0855,0.0201976,275.7321,1.105136
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_775.jpg,3.466731,1,0,2.960392,103.3395,184.9665,0.08992012,276.256,1.032686
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_816.jpg,1.023819,1,0,2.986627,103.3531,184.8464,0.1618559,276.588,0.9418462
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_858.jpg,0,1,0,3.014288,103.3668,184.7249,0.2443136,276.7255,0.8354772
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_899.jpg,0,1,0,3.041475,103.3811,184.6021,0.348161,276.7764,0.7309765
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_940.jpg,0,1,0,3.08102,103.3956,184.4778,0.4707798,276.7921,0.6256303
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_34_982.jpg,0,1,0,3.107358,103.4103,184.3522,0.6090978,276.7927,0.5181544
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_023.jpg,0,1,0,3.133692,103.4252,184.2253,0.7599617,276.786,0.4084248
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_065.jpg,0,1,0,3.160032,103.4401,184.0973,0.9203058,276.7745,0.2968718
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_105.jpg,0,1,0,3.186369,103.4551,183.968,1.087255,276.7591,0.1841651
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_147.jpg,0,1,0,3.212357,103.47,183.8378,1.248774,276.7346,0.06200268
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_190.jpg,-0.837078,1,0,3.239331,103.4857,183.7068,1.397208,276.7349,359.987
C:\Users\alexk\Documents\GitHub\IMG\IMG\robocam_2017_05_25_14_04_35_237.jpg,-2.509399,1,0,3.264026,103.5098,183.5118,1.424073,276.5988,-0.004391407
